21|η κυρία|아주머니|||||||
22|ο παππούς|할아버지|||||||
23|η γιαγιά|할머니|||||||
24|ο γιατρός / η γιατρός|의사|||||||
25|η νοσοκόμα|간호사|||||||
26|ο αστυνομικός|경찰|||||||
27|ο πυροσβέστης|소방관|||||||
28|ο οδηγός|운전기사|||||||
29|ο μάγειρας / η μαγείρισσα|요리사|||||||
30|ο τραγουδιστής / η τραγουδίστρια|가수|||||||
