1|η κυρία|아주머니|||||||
2|ο παππούς|할아버지|||||||
3|η γιαγιά|할머니|||||||
4|ο γιατρός|남자의사|||||||
5|η γιατρός|여자의사|||||||
6|η νοσοκόμα|간호사|||||||
7|ο αστυνομικός|경찰|||||||
8|ο πυροσβέστης|소방관|||||||
9|ο οδηγός|운전기사|||||||
10|ο μάγειρας|남자요리사|||||||
11|η μαγείρισσα|여자요리사|||||||
12|ο τραγουδιστής|남자가수|||||||
13|η τραγουδίστρια|여자가수|||||||
