1|μελετάω|공부하다|||||||
2|διαβάζω|읽다|||||||
3|γράφω|쓰다|||||||
4|μαθαίνω|배우다|||||||
5|εξετάζω|시험보다|||||||
6|καταλαβαίνω|이해하다|||||||
7|θυμάμαι|기억하다|||||||
8|επαναλαμβάνω|복습하다|||||||
9|συγκεντρώνομαι|집중하다|||||||
10|λύνω|풀다|||||||
11|παρακολουθώ|주시하다|||||||
12|σημειώνω|메모하다|||||||
13|εξηγώ|설명하다|||||||
14|συζητώ|토론하다|||||||
15|αναλύω|분석하다|||||||
16|σχεδιάζω|계획하다|||||||
17|παρουσιάζω|발표하다|||||||
18|προσπαθώ|노력하다|||||||
19|αποστηθίζω|암기하다|||||||
20|αξιολογώ|평가하다|||||||
