1|Αλήθεια;|정말?|||||||
2|Σοβαρά;|진짜?|||||||
3|Τι λες τώρα!|말도 안 돼!|||||||
4|Πω πω!|세상에!|||||||
5|Ουάου!|와우!|||||||
6|Μπράβο!|잘했어!|||||||
7|Ωχ!|어머!|||||||
8|Άντε!|설마!|||||||
9|Έλα τώρα;|에이 진짜?|||||||
10|Μα καλά...|도대체...|||||||
11|Δεν το πιστεύω!|믿을 수 없어!|||||||
12|Επιτέλους!|드디어!|||||||
13|Καλά!|좋아!|||||||
14|Ωραία!|멋지다!|||||||
