1|Γεια σου|안녕하세요|||||||
2|Καλημέρα|좋은 아침|||||||
3|Καλησπέρα|좋은 저녁|||||||
4|Καληνύχτα|안녕히 주무세요|||||||
5|Ευχαριστώ|감사합니다|||||||
6|Παρακαλώ|천만에요/부탁합니다|||||||
7|Συγγνώμη|죄송합니다|||||||
8|Πώς είσαι;|어떻게 지내세요?|||||||
9|Μπράβο|잘했어요|||||||
10|Καλή τύχη|행운을 빕니다|||||||
11|Καλό ταξίδι|좋은 여행 되세요|||||||
12|Δεν πειράζει|괜찮아요|||||||
13|Τι κάνεις;|뭐하고 있어요?|||||||
14|Καλός ήρθες|환영합니다|||||||
15|Χάρηκα πολύ|만나서 반가워요|||||||
16|Να είσαι καλά|건강하세요|||||||
